E,y
0,0.00727363307524
0.0100334448161,0.146808722256
0.0200668896321,-0.0184156461124
0.0301003344482,-0.00938235077005
0.0401337792642,0.227791262771
0.0501672240803,0.169729789549
0.0602006688963,0.027016608761
0.0702341137124,0.0354372147504
0.0802675585284,-0.072116612617
0.0903010033445,-0.107551497781
0.100334448161,-0.0877372529119
0.110367892977,-0.0439442615872
0.120401337793,0.0235661369532
0.130434782609,-0.0126293794524
0.140468227425,-0.0919645522352
0.150501672241,0.0691906131384
0.160535117057,0.173567972715
0.170568561873,-0.0304119801327
0.180602006689,0.0920087499854
0.190635451505,0.06757085787
0.200668896321,0.16881936703
0.210702341137,-0.0256979655768
0.220735785953,0.0723507957707
0.230769230769,0.123542441514
0.240802675585,-0.0219443559189
0.250836120401,0.078090817435
0.260869565217,0.0730377738328
0.270903010033,0.155039913324
0.280936454849,0.204933595346
0.290969899666,0.0141808845684
0.301003344482,0.00096254716409
0.311036789298,-0.0350361371391
0.321070234114,0.0856833715839
0.33110367893,-0.0816889411628
0.341137123746,0.0868217392486
0.351170568562,0.0785132249176
0.361204013378,0.0982720660485
0.371237458194,0.0923840211751
0.38127090301,-0.0712733486625
0.391304347826,-0.202290655096
0.401337792642,-0.00591596764474
0.411371237458,-0.0328620046532
0.421404682274,-0.0384791615153
0.43143812709,-0.085223439292
0.441471571906,0.0512012451431
0.451505016722,0.114383777804
0.461538461538,-0.0255289068369
0.471571906355,-0.116084353461
0.481605351171,-0.176605546181
0.491638795987,-0.155657002368
0.501672240803,0.0384358644623
0.511705685619,0.0475977564288
0.521739130435,-0.0291558724161
0.531772575251,-0.0606207078435
0.541806020067,0.191540148975
0.551839464883,-0.0183396394651
0.561872909699,-0.0405289601387
0.571906354515,0.0966405363257
0.581939799331,-0.0752054058163
0.591973244147,-0.0628721388018
0.602006688963,0.107010094493
0.612040133779,0.126978681382
0.622073578595,-0.0242352637181
0.632107023411,-0.113446398703
0.642140468227,-0.174726523863
0.652173913043,0.0782292574384
0.66220735786,0.127630285719
0.672240802676,0.0380799814446
0.682274247492,-0.0859681673927
0.692307692308,0.107404355254
0.702341137124,-0.0873492775416
0.71237458194,-0.0676998701031
0.722408026756,-0.0943591114563
0.732441471572,0.0229451978914
0.742474916388,0.121997715722
0.752508361204,0.187469272822
0.76254180602,0.0776273373718
0.772575250836,-0.134171290778
0.782608695652,0.0461585330528
0.792642140468,-0.0671294294016
0.802675585284,-0.00323902227753
0.8127090301,-0.00106635611296
0.822742474916,-0.0756922058826
0.832775919732,-0.127618928443
0.842809364548,0.0464856925425
0.852842809365,-0.103051841183
0.862876254181,-0.131793600305
0.872909698997,0.179884432654
0.882943143813,0.0359364847628
0.892976588629,0.0256022437594
0.903010033445,-0.013545592172
0.913043478261,-0.0385906702674
0.923076923077,0.00204718058007
0.933110367893,-0.103050355085
0.943143812709,0.115957161568
0.953177257525,-0.174463897552
0.963210702341,-0.0424287174365
0.973244147157,0.00440216762446
0.983277591973,0.0217270903783
0.993311036789,0.114888673758
1.00334448161,0.0642397439739
1.01337792642,0.074445928563
1.02341137124,0.0877504889985
1.03344481605,0.282187837796
1.04347826087,0.156096870896
1.05351170569,0.102545857082
1.0635451505,0.308657907004
1.07357859532,0.203246668204
1.08361204013,0.141785246988
1.09364548495,0.187132755042
1.10367892977,0.404283668334
1.11371237458,0.493985012819
1.1237458194,0.536071330249
1.13377926421,0.376989065226
1.14381270903,0.688930782852
1.15384615385,0.531380228365
1.16387959866,0.566605538178
1.17391304348,0.74412495914
1.18394648829,0.700167997152
1.19397993311,0.661647920979
1.20401337793,0.710458549642
1.21404682274,0.448853820637
1.22408026756,0.586834334567
1.23411371237,0.70502902874
1.24414715719,0.562725833621
1.25418060201,0.641480961136
1.26421404682,0.613388205815
1.27424749164,0.772540733529
1.28428093645,0.563246393841
1.29431438127,0.327954617965
1.30434782609,0.704176679865
1.3143812709,0.673757370336
1.32441471572,0.8192265836
1.33444816054,0.789447373794
1.34448160535,0.933440881512
1.35451505017,0.930458973206
1.36454849498,1.05652656596
1.3745819398,1.03843957257
1.38461538462,1.1751729349
1.39464882943,1.06205867665
1.40468227425,1.1854218594
1.41471571906,1.3868138918
1.42474916388,1.61825733026
1.4347826087,1.60850399784
1.44481605351,1.45676629245
1.45484949833,1.47067637714
1.46488294314,1.48366635108
1.47491638796,1.31954602924
1.48494983278,1.34190462645
1.49498327759,1.58029694686
1.50501672241,0.995597843763
1.51505016722,1.14801356434
1.52508361204,0.957236526072
1.53511705686,0.597635084911
1.54515050167,0.795741044261
1.55518394649,0.869128659611
1.5652173913,0.619498490415
1.57525083612,0.589551021025
1.58528428094,0.548767883749
1.59531772575,0.632666272675
1.60535117057,0.558911875964
1.61538461538,0.733685499615
1.6254180602,0.800839772943
1.63545150502,0.668949588995
1.64548494983,0.805628220427
1.65551839465,1.09833603773
1.66555183946,1.04964756834
1.67558528428,1.07843931391
1.6856187291,1.3274625681
1.69565217391,1.27653840413
1.70568561873,1.24782420291
1.71571906355,1.22532081352
1.72575250836,1.10711994132
1.73578595318,1.00303310172
1.74581939799,1.05655638989
1.75585284281,0.829967367947
1.76588628763,0.616776198317
1.77591973244,0.683014664973
1.78595317726,0.747953497083
1.79598662207,0.547776237657
1.80602006689,0.343669068934
1.81605351171,0.187705475005
1.82608695652,0.244956317308
1.83612040134,0.0507751630043
1.84615384615,0.0612983588129
1.85618729097,0.00849082965246
1.86622073579,0.105617958562
1.8762541806,0.035649144142
1.88628762542,0.0764062977866
1.89632107023,0.0474773112087
1.90635451505,-0.048324406954
1.91638795987,-0.155232732781
1.92642140468,0.0236542993133
1.9364548495,-0.0562032578106
1.94648829431,0.0960600801535
1.95652173913,0.0595685207169
1.96655518395,0.237732599365
1.97658862876,0.0260602617289
1.98662207358,-0.0832496803841
1.99665551839,0.0341895663058
2.00668896321,-0.127039551752
2.01672240803,-0.0711840990476
2.02675585284,0.0152448783708
2.03678929766,0.122166453361
2.04682274247,0.0800690699776
2.05685618729,0.134927685771
2.06688963211,-0.0932675646159
2.07692307692,-0.16070430154
2.08695652174,-0.00883219951495
2.09698996656,0.0588116894509
2.10702341137,-0.0186163872569
2.11705685619,-0.00277154634457
2.127090301,-0.0121823649289
2.13712374582,0.0187228420755
2.14715719064,0.244052897949
2.15719063545,0.106149314696
2.16722408027,0.0735958695866
2.17725752508,-0.132241761852
2.1872909699,-0.0799102407398
2.19732441472,0.0278133456276
2.20735785953,0.112501035104
2.21739130435,-0.0612043479921
2.22742474916,0.0304289255243
2.23745819398,-0.128631504356
2.2474916388,-0.113757508057
2.25752508361,-0.0321183350861
2.26755852843,0.020533542067
2.27759197324,0.00955902025826
2.28762541806,0.0566661971696
2.29765886288,0.00184839853886
2.30769230769,0.0878839122859
2.31772575251,-0.0449899632992
2.32775919732,-0.152660298251
2.33779264214,-0.0470700738194
2.34782608696,-0.00413638656627
2.35785953177,0.0070906393473
2.36789297659,0.0674663356835
2.3779264214,0.0264594984877
2.38795986622,-0.0113364125975
2.39799331104,-0.155029254345
2.40802675585,-0.0603247576899
2.41806020067,-0.0330895260132
2.42809364548,-0.00456188439138
2.4381270903,-0.155193515914
2.44816053512,-0.0322229008744
2.45819397993,0.0344168810394
2.46822742475,-0.00205718666414
2.47826086957,-0.107693397493
2.48829431438,-0.118158377421
2.4983277592,-0.103843193794
2.50836120401,-0.00126155164947
2.51839464883,-0.103958846814
2.52842809365,0.239307860782
2.53846153846,0.00561061467089
2.54849498328,-0.0657691893411
2.55852842809,-0.166323663083
2.56856187291,0.0224105613632
2.57859531773,0.100282478463
2.58862876254,-0.0998944322181
2.59866220736,-0.0708539319151
2.60869565217,-0.0708365098471
2.61872909699,-0.134412384894
2.62876254181,0.00275099153011
2.63879598662,-0.00999983279641
2.64882943144,-0.0906883797274
2.65886287625,-0.207544792586
2.66889632107,-0.058528112422
2.67892976589,0.0692282387208
2.6889632107,-0.00475862473191
2.69899665552,0.124310720463
2.70903010033,0.0391258944352
2.71906354515,-0.0265247776112
2.72909698997,-0.0179553907393
2.73913043478,-0.147261202766
2.7491638796,0.0393833828358
2.75919732441,0.0479402671016
2.76923076923,-0.0357691010988
2.77926421405,-0.0303810810224
2.78929765886,0.182691084885
2.79933110368,-0.0535371988495
2.80936454849,-0.0550485045341
2.81939799331,0.285815004038
2.82943143813,-0.131480056567
2.83946488294,0.00646878280678
2.84949832776,-0.0440039630455
2.85953177258,-0.0723020606058
2.86956521739,0.161024504921
2.87959866221,-0.0710803062612
2.88963210702,-0.202053208306
2.89966555184,0.0650373119245
2.90969899666,0.0719258587425
2.91973244147,0.0240153636411
2.92976588629,-0.0545396894124
2.9397993311,-0.11020191436
2.94983277592,0.0935518440217
2.95986622074,0.0268902271031
2.96989966555,-0.0476603582249
2.97993311037,0.0610924361403
2.98996655518,0.0342109624655
3,0.14376349184
